achieving,action,actions,address,addresses,agenda,agreement,agreements,agri0,amount,amounts,applicant,applicants,application,applications,architecture,area,areas,article,articles,associations,beneficiaries,beneficiary,budget,call,calls,cancer,case,cases,companies,company,contract,contracts,core,countries,country,date,dates,development,developments,duration,dynamics,educational,effect,effects,eligible,energy,engineering,environment,environments,establishment,establishments,field,fields,finances,financing,foundation,foundations,framework,fund,funding,funds,general,goals,governmental,grant,grants,guideline,guidelines,1,humanities,hydrogen,increasing,indicative,individual,individuals,industries,industry,infrastructure,infrastructures,institution,institutions,interaction,interactions,interim,investment,law,member,members,objective,objectives,organisation,organisations,organization,organizations,outcome,outcomes,participant,participants,parties,parts,party,payment,payments,personal,plan,planning,plans,priorities,priority,program,programme,programmes,programs,project,projects,proposal,proposals,protection,provision,provisions,public,repair,reporting,request,requests,requirements,result,results,scheme,schemes,science,sciences,sector,sectors,security,service,services,simulation,social,societal,societies,3,specific,storage,strengthening,subject,submission,sum,sums,support,supports,taking,technologies,technology,theme,themes,topic,topics,transport,world,@@class@@
0,0.24,0.266,0.299,0,1.016,0.356,0,0,0.46,0,0,0.274,0.222,0,0,0.368,0.482,0.479,0.767,0,0.443,0,0.227,0.193,0.382,0,0.318,0,0,0,0.599,0.701,0.744,0.205,0.318,0.345,0,0.303,0,0,0,0,0,0,0.278,0.749,0,0.673,0,0,0,0.342,0,0,0.5,0,0,0.349,0.673,0.147,0.409,0.196,0,0,0.237,0.314,0,0,0.639,0,0,0.772,0.602,0,0,1.115,0.767,0.74,0.884,0,0.409,0,0,1.052,0.753,0,0.286,0.503,0.417,0,0,0.225,0,0,0,0,0.602,0.414,0,0.602,0,0,0,0.539,0.441,0,0,0.786,0.568,0,0.114,0.322,0,0.104,0.144,0.27,0.218,0,0.631,0.572,0.233,0,0,0,1.037,0.385,0.565,0.212,0.539,0.609,0.689,0,0.572,0.919,0,0,0.322,0,0.468,0.781,0,0.451,0.246,1.115,0,0.404,0.368,0,0,0.16,0,0,0.681,0,0.744,0.731,0,0.524,0.727,0,1
0.6,0.172,0.19,0.213,0,0.725,0.254,0.322,0.833,0.328,0.548,0,0,0.158,0.328,0,0.263,0.344,0.342,0.548,0.669,0,0,0.162,0.138,0.273,0.66,0.227,0.334,0,0,0,0.501,0.531,0.147,0.227,0.246,0,0.216,0.715,0.322,1.005,0,0.43,0.604,0.198,0.535,0.796,0.481,0,0.596,0,0.244,0.372,0,0.357,0,0.79,0.249,0.481,0.105,0.292,0.14,0.589,0,0.169,0,0,0.415,0.456,0.808,0,0.551,0.43,0.307,0,0.796,0.548,0.528,0.631,0,0.292,0,0.71,0,0.538,0.43,0.204,0.359,0.298,0.235,0.249,0.161,0,0,0.504,0,0,0.296,0,0.43,0,0.6,0,0.385,0.315,0.467,0.596,0.561,0.406,0,0.081,0.23,0,0.075,0.103,0.193,0.156,0.348,0.451,0.408,0.166,0,0,0,0,0.275,0.403,0.152,0.385,0.435,0.492,0.665,0.408,0.656,0,0.2,0.23,0,0.334,0.558,0.91,0.322,0.176,0.796,0.669,0.289,0,0,0,0.114,0,0.301,0.486,0.461,0.531,0.522,0.483,0,0,0.489,1
0.491,0.141,0.155,0.175,0.468,0.594,0.208,0.264,0.682,0.269,0.448,0,0,0.13,0.269,0,0.215,0.282,0.28,0,0.548,0,0,0.133,0,0.223,0.541,0.186,0.274,0.474,0,0.35,0,0.435,0.12,0.186,0,0,0.177,0.586,0.264,0,0,0.352,0.494,0.162,0.438,0.652,0.393,0.721,0.488,0,0.2,0.304,0,0.292,0.698,0.647,0.204,0.393,0.086,0.239,0.115,0.482,0,0.138,0.183,0,0.34,0.373,0.661,0.856,0.451,0.352,0.251,0.356,0.652,0.448,0.432,0.517,0,0.239,0.504,0.582,0.615,0.44,0.352,0.167,0.294,0.244,0.192,0.204,0.132,0,0,0.412,0.527,0,0.242,0.403,0.352,0,0,0,0.315,0.258,0.382,0.488,0.459,0.332,0,0.066,0.188,0,0.061,0.084,0.158,0.127,0.285,0.369,0.334,0.136,0.865,0,0,0,0.225,0.33,0.124,0.315,0.356,0.403,0.544,0.334,0.537,0.285,0.164,0.188,0.793,0.274,0.457,0,0.264,0.144,0.652,0.548,0.236,0,0,0,0.094,0,0.247,0.398,0.378,0.435,0.427,0.396,0.306,0.425,0.4,1
0,0.176,0.195,0.219,0,0,0,0.331,0.855,0.337,0,0,0,0.162,0.337,0,0.27,0.353,0,0,0.687,0,0,0.167,0,0.28,0.678,0.233,0.343,0.594,0,0,0,0.546,0.15,0,0,0,0.222,0.734,0,1.032,0,0.442,0.62,0,0.549,0.817,0.493,0.904,0,0,0.251,0.382,1.335,0,0,0.811,0.256,0.493,0.108,0.3,0.144,0.605,0,0.173,0.23,0,0.427,0.468,0.829,1.074,0.566,0.442,0.315,0.447,0.817,0.562,0.542,0.648,0,0.3,0.632,0.729,0,0.552,0,0.21,0.368,0.306,0.241,0.256,0.165,0,0,0.517,0,0,0.304,0,0,0,0,0,0.395,0,0,0,0.576,0.417,0,0.083,0.236,0,0.077,0.105,0.198,0.16,0.358,0.463,0,0.171,1.085,0,0,0,0.282,0.414,0.156,0.395,0.447,0.505,0.682,0.419,0.674,0.358,0.205,0.236,0.994,0.343,0.573,0.935,0.331,0.181,0.817,0.687,0.296,0,0,0,0.117,0.705,0.31,0.499,0.474,0,0.536,0,0.384,0.533,0.502,1
0,0.24,0.266,0.299,0,1.016,0.356,0,0,0.46,0,0,0.274,0.222,0,0,0.368,0.482,0.479,0.767,0,0.443,0,0.227,0.193,0.382,0,0.318,0,0,0,0.599,0.701,0.744,0.205,0.318,0.345,0,0.303,0,0,0,0,0,0,0.278,0.749,0,0.673,0,0,0,0.342,0,0,0.5,0,0,0.349,0.673,0.147,0.409,0.196,0,0,0.237,0.314,0,0,0.639,0,0,0.772,0.602,0,0,1.115,0.767,0.74,0.884,0,0.409,0,0,1.052,0.753,0,0.286,0.503,0.417,0,0,0.225,0,0,0,0,0.602,0.414,0,0.602,0,0,0,0.539,0.441,0,0,0.786,0.568,0,0.114,0.322,0,0.104,0.144,0.27,0.218,0,0.631,0.572,0.233,0,0,0,1.037,0.385,0.565,0.212,0.539,0.609,0.689,0,0.572,0.919,0,0,0.322,0,0.468,0.781,0,0.451,0.246,1.115,0,0.404,0.368,0,0,0.16,0,0,0.681,0,0.744,0.731,0,0.524,0.727,0,1
0.716,0.205,0.226,0.254,0,0.865,0.303,0,0.993,0,0,0,0.233,0.189,0,0,0.313,0.411,0.408,0.653,0,0.377,0,0.193,0.164,0.325,0,0.271,0,0,0,0.51,0.597,0.634,0.175,0.271,0.293,0,0.258,0,0,0,0,0.513,0,0.237,0.638,0,0.573,0,0,0,0.291,0.443,0,0.425,0,0,0.297,0.573,0.125,0.349,0.167,0,0,0.201,0.267,0,0.495,0.544,0.963,1.247,0.657,0.513,0,0.519,0,0.653,0,0,0,0.349,0,0,0,0.641,0,0.244,0.428,0.355,0.28,0,0.192,0,0,0,0,0,0.353,0,0.513,0,0.716,0,0.459,0.375,0,0.711,0.669,0.484,0,0.097,0.274,0,0.089,0.122,0.23,0.186,0.415,0.537,0.487,0.198,0,0,0,0.883,0.327,0.481,0.181,0.459,0.519,0.587,0.793,0.487,0.782,0.415,0.238,0.274,0,0.398,0.665,0,0.384,0.21,0.949,0,0.344,0.313,0,0,0.136,0,0,0.58,0.55,0.634,0.622,0.576,0.446,0.619,0.583,1
0,0.24,0.266,0.299,0,1.016,0.356,0,0,0.46,0,0,0.274,0.222,0,0,0.368,0.482,0.479,0.767,0,0.443,0,0.227,0.193,0.382,0,0.318,0,0,0,0.599,0.701,0.744,0.205,0.318,0.345,0,0.303,0,0,0,0,0,0,0.278,0.749,0,0.673,0,0,0,0.342,0,0,0.5,0,0,0.349,0.673,0.147,0.409,0.196,0,0,0.237,0.314,0,0,0.639,0,0,0.772,0.602,0,0,1.115,0.767,0.74,0.884,0,0.409,0,0,1.052,0.753,0,0.286,0.503,0.417,0,0,0.225,0,0,0,0,0.602,0.414,0,0.602,0,0,0,0.539,0.441,0,0,0.786,0.568,0,0.114,0.322,0,0.104,0.144,0.27,0.218,0,0.631,0.572,0.233,0,0,0,1.037,0.385,0.565,0.212,0.539,0.609,0.689,0,0.572,0.919,0,0,0.322,0,0.468,0.781,0,0.451,0.246,1.115,0,0.404,0.368,0,0,0.16,0,0,0.681,0,0.744,0.731,0,0.524,0.727,0,1
0.502,0.144,0.159,0.178,0.478,0.607,0.213,0.27,0.697,0.275,0.458,0.309,0.164,0.132,0.275,0.99,0.22,0.288,0.286,0.458,0,0.265,0.373,0.136,0.115,0.228,0,0.19,0,0.484,0,0.358,0,0.445,0.123,0.19,0.206,0,0.181,0.599,0.27,0.842,0.661,0.36,0.506,0.166,0.448,0.666,0.402,0.737,0.499,0,0.205,0.311,0,0.299,0,0.661,0.209,0,0.088,0.245,0.117,0.493,0,0.141,0.187,0,0.348,0.382,0.676,0.876,0.461,0.36,0.257,0,0.666,0.458,0.442,0.528,0,0.245,0.515,0.595,0.629,0.45,0,0.171,0.3,0.249,0.197,0.209,0.135,0,0,0.422,0.539,0.36,0.248,0.412,0.36,0,0,0.652,0.322,0.263,0.391,0.499,0.47,0.34,0,0.068,0.193,0,0.062,0.086,0.161,0.13,0.292,0.377,0.342,0.139,0.885,0.434,0,0,0.23,0.338,0.127,0.322,0.364,0.412,0.556,0.342,0.549,0.292,0.167,0.193,0.811,0.28,0.467,0,0.27,0.147,0.666,0.56,0.242,0.22,0.45,0,0.096,0.575,0.252,0.407,0.386,0.445,0.437,0.405,0.313,0.434,0.409,1
0.502,0.144,0.159,0.178,0.478,0.606,0.213,0.27,0.696,0,0.458,0,0.163,0.132,0.274,0.989,0.22,0.288,0.286,0.458,0.559,0.265,0,0.136,0.115,0.228,0.552,0.19,0.279,0.484,0,0.358,0,0.444,0.123,0.19,0.206,0,0.181,0.598,0.27,0.841,0,0.36,0.505,0.166,0.447,0.665,0.402,0.736,0,0,0.204,0.311,0,0.298,0,0,0.208,0.402,0.088,0.244,0.117,0.493,0,0.141,0.187,0,0.347,0.381,0.675,0,0.461,0.36,0.257,0.364,0.665,0.458,0.442,0.528,0,0.244,0.515,0.594,0,0.45,0,0.171,0.3,0.249,0.196,0.208,0.135,0,0,0.421,0.538,0.36,0.247,0.411,0.36,0.475,0,0,0.322,0.263,0.39,0.499,0.469,0.339,0,0.068,0.192,0,0.062,0.086,0.161,0.13,0.291,0.377,0,0.139,0,0.434,0.393,0,0.23,0.337,0.127,0.322,0.364,0.411,0.556,0.341,0.549,0.291,0.167,0.192,0,0.279,0.466,0.761,0.27,0.147,0.665,0.559,0.241,0.22,0,0,0.096,0.574,0.252,0.407,0.386,0.444,0.436,0.404,0.313,0.434,0.409,1
0.447,0.128,0.141,0.159,0.425,0.54,0.189,0.24,0.62,0.244,0.408,0,0.146,0.118,0.244,0.881,0.195,0.256,0.255,0,0.498,0.236,0,0.121,0.102,0.203,0,0.169,0.249,0.431,0,0,0,0.396,0.109,0.169,0.183,0,0.161,0.532,0.24,0.749,0.588,0.32,0.45,0.148,0.398,0.592,0.358,0.656,0.444,0.547,0.182,0.277,0,0.266,0.635,0,0.186,0.358,0.078,0.218,0.104,0.439,0.83,0.126,0.167,0,0.309,0.339,0.601,0.779,0.41,0.32,0.229,0.324,0.592,0.408,0.393,0.47,0,0.218,0.458,0.529,0,0.4,0,0.152,0.267,0.222,0.175,0.186,0.12,0.756,0,0,0.479,0.32,0.22,0.366,0.32,0,0,0,0.287,0.234,0.347,0.444,0.418,0.302,0,0.06,0.171,0.915,0.055,0.076,0.143,0.116,0.259,0.335,0.304,0.124,0.787,0.386,0,0.551,0.204,0.3,0.113,0.287,0.324,0.366,0.495,0.304,0.488,0.259,0.149,0.171,0.721,0.249,0.415,0.678,0.24,0.131,0.592,0.498,0.215,0.195,0.4,0,0.085,0.511,0.224,0.362,0.343,0.396,0.389,0.36,0.278,0.386,0.364,1
0,0.176,0.195,0.219,0,0,0,0.331,0.855,0.337,0,0,0,0.162,0.337,0,0.27,0.353,0,0,0.687,0,0,0.167,0,0.28,0.678,0.233,0.343,0.594,0,0,0,0.546,0.15,0,0,0,0.222,0.734,0,1.032,0,0.442,0.62,0,0.549,0.817,0.493,0.904,0,0,0.251,0.382,1.335,0,0,0.811,0.256,0.493,0.108,0.3,0.144,0.605,0,0.173,0.23,0,0.427,0.468,0.829,1.074,0.566,0.442,0.315,0.447,0.817,0.562,0.542,0.648,0,0.3,0.632,0.729,0,0.552,0,0.21,0.368,0.306,0.241,0.256,0.165,0,0,0.517,0,0,0.304,0,0,0,0,0,0.395,0,0,0,0.576,0.417,0,0.083,0.236,0,0.077,0.105,0.198,0.16,0.358,0.463,0,0.171,1.085,0,0,0,0.282,0.414,0.156,0.395,0.447,0.505,0.682,0.419,0.674,0.358,0.205,0.236,0.994,0.343,0.573,0.935,0.331,0.181,0.817,0.687,0.296,0,0,0,0.117,0.705,0.31,0.499,0.474,0,0.536,0,0.384,0.533,0.502,1
0,0.176,0.195,0.219,0,0,0,0.331,0.855,0.337,0,0,0,0.162,0.337,0,0.27,0.353,0,0,0.687,0,0,0.167,0,0.28,0.678,0.233,0.343,0.594,0,0,0,0.546,0.15,0,0,0,0.222,0.734,0,1.032,0,0.442,0.62,0,0.549,0.817,0.493,0.904,0,0,0.251,0.382,1.335,0,0,0.811,0.256,0.493,0.108,0.3,0.144,0.605,0,0.173,0.23,0,0.427,0.468,0.829,1.074,0.566,0.442,0.315,0.447,0.817,0.562,0.542,0.648,0,0.3,0.632,0.729,0,0.552,0,0.21,0.368,0.306,0.241,0.256,0.165,0,0,0.517,0,0,0.304,0,0,0,0,0,0.395,0,0,0,0.576,0.417,0,0.083,0.236,0,0.077,0.105,0.198,0.16,0.358,0.463,0,0.171,1.085,0,0,0,0.282,0.414,0.156,0.395,0.447,0.505,0.682,0.419,0.674,0.358,0.205,0.236,0.994,0.343,0.573,0.935,0.331,0.181,0.817,0.687,0.296,0,0,0,0.117,0.705,0.31,0.499,0.474,0,0.536,0,0.384,0.533,0.502,1
0,0.176,0.195,0.219,0,0,0,0.331,0.855,0.337,0,0,0,0.162,0.337,0,0.27,0.353,0,0,0.687,0,0,0.167,0,0.28,0.678,0.233,0.343,0.594,0,0,0,0.546,0.15,0,0,0,0.222,0.734,0,1.032,0,0.442,0.62,0,0.549,0.817,0.493,0.904,0,0,0.251,0.382,1.335,0,0,0.811,0.256,0.493,0.108,0.3,0.144,0.605,0,0.173,0.23,0,0.427,0.468,0.829,1.074,0.566,0.442,0.315,0.447,0.817,0.562,0.542,0.648,0,0.3,0.632,0.729,0,0.552,0,0.21,0.368,0.306,0.241,0.256,0.165,0,0,0.517,0,0,0.304,0,0,0,0,0,0.395,0,0,0,0.576,0.417,0,0.083,0.236,0,0.077,0.105,0.198,0.16,0.358,0.463,0,0.171,1.085,0,0,0,0.282,0.414,0.156,0.395,0.447,0.505,0.682,0.419,0.674,0.358,0.205,0.236,0.994,0.343,0.573,0.935,0.331,0.181,0.817,0.687,0.296,0,0,0,0.117,0.705,0.31,0.499,0.474,0,0.536,0,0.384,0.533,0.502,1
0,0.24,0.266,0.299,0,1.016,0.356,0,0,0.46,0,0,0.274,0.222,0,0,0.368,0.482,0.479,0.767,0,0.443,0,0.227,0.193,0.382,0,0.318,0,0,0,0.599,0.701,0.744,0.205,0.318,0.345,0,0.303,0,0,0,0,0,0,0.278,0.749,0,0.673,0,0,0,0.342,0,0,0.5,0,0,0.349,0.673,0.147,0.409,0.196,0,0,0.237,0.314,0,0,0.639,0,0,0.772,0.602,0,0,1.115,0.767,0.74,0.884,0,0.409,0,0,1.052,0.753,0,0.286,0.503,0.417,0,0,0.225,0,0,0,0,0.602,0.414,0,0.602,0,0,0,0.539,0.441,0,0,0.786,0.568,0,0.114,0.322,0,0.104,0.144,0.27,0.218,0,0.631,0.572,0.233,0,0,0,1.037,0.385,0.565,0.212,0.539,0.609,0.689,0,0.572,0.919,0,0,0.322,0,0.468,0.781,0,0.451,0.246,1.115,0,0.404,0.368,0,0,0.16,0,0,0.681,0,0.744,0.731,0,0.524,0.727,0,1
0.676,0.193,0.214,0.24,0,0.817,0.286,0.363,0,0.37,0,0,0.22,0,0,0,0.296,0.388,0.386,0,0.754,0.357,0.502,0.183,0.155,0.307,0,0.256,0.376,0.652,0,0.482,0.564,0,0.165,0.256,0.277,0,0.244,0,0.363,0,0,0,0,0.224,0.602,0,0.541,0,0.672,0,0.275,0.419,0,0.402,0,0,0.281,0,0.118,0.329,0.158,0.664,0,0.19,0.252,0,0,0.514,0,0,0.621,0.485,0.346,0,0,0.617,0,0.711,0,0,0.693,0,0,0,0,0.23,0.404,0.335,0.265,0.281,0.181,1.144,1.101,0,0,0.485,0.333,0.554,0.485,0,0,0,0,0.354,0.526,0.672,0.632,0.457,0,0.091,0.259,0,0.084,0.116,0.217,0.175,0.392,0,0.46,0.187,0,0.585,0,0,0,0.455,0.171,0.434,0.49,0.554,0.749,0,0,0,0.225,0.259,0,0.376,0.628,0,0.363,0.198,0,0.754,0.325,0.296,0,0.811,0.129,0.774,0.34,0.548,0.52,0.599,0.588,0.545,0.421,0.585,0.551,1
0,0.176,0.195,0.219,0,0,0,0.331,0.855,0.337,0,0,0,0.162,0.337,0,0.27,0.353,0,0,0.687,0,0,0.167,0,0.28,0.678,0.233,0.343,0.594,0,0,0,0.546,0.15,0,0,0,0.222,0.734,0,1.032,0,0.442,0.62,0,0.549,0.817,0.493,0.904,0,0,0.251,0.382,1.335,0,0,0.811,0.256,0.493,0.108,0.3,0.144,0.605,0,0.173,0.23,0,0.427,0.468,0.829,1.074,0.566,0.442,0.315,0.447,0.817,0.562,0.542,0.648,0,0.3,0.632,0.729,0,0.552,0,0.21,0.368,0.306,0.241,0.256,0.165,0,0,0.517,0,0,0.304,0,0,0,0,0,0.395,0,0,0,0.576,0.417,0,0.083,0.236,0,0.077,0.105,0.198,0.16,0.358,0.463,0,0.171,1.085,0,0,0,0.282,0.414,0.156,0.395,0.447,0.505,0.682,0.419,0.674,0.358,0.205,0.236,0.994,0.343,0.573,0.935,0.331,0.181,0.817,0.687,0.296,0,0,0,0.117,0.705,0.31,0.499,0.474,0,0.536,0,0.384,0.533,0.502,1
0,0.24,0.266,0.299,0,1.016,0.356,0,0,0.46,0,0,0.274,0.222,0,0,0.368,0.482,0.479,0.767,0,0.443,0,0.227,0.193,0.382,0,0.318,0,0,0,0.599,0.701,0.744,0.205,0.318,0.345,0,0.303,0,0,0,0,0,0,0.278,0.749,0,0.673,0,0,0,0.342,0,0,0.5,0,0,0.349,0.673,0.147,0.409,0.196,0,0,0.237,0.314,0,0,0.639,0,0,0.772,0.602,0,0,1.115,0.767,0.74,0.884,0,0.409,0,0,1.052,0.753,0,0.286,0.503,0.417,0,0,0.225,0,0,0,0,0.602,0.414,0,0.602,0,0,0,0.539,0.441,0,0,0.786,0.568,0,0.114,0.322,0,0.104,0.144,0.27,0.218,0,0.631,0.572,0.233,0,0,0,1.037,0.385,0.565,0.212,0.539,0.609,0.689,0,0.572,0.919,0,0,0.322,0,0.468,0.781,0,0.451,0.246,1.115,0,0.404,0.368,0,0,0.16,0,0,0.681,0,0.744,0.731,0,0.524,0.727,0,1
0.676,0.193,0.214,0.24,0,0.817,0.286,0.363,0,0.37,0,0,0.22,0,0,0,0.296,0.388,0.386,0,0.754,0.357,0.502,0.183,0.155,0.307,0,0.256,0.376,0.652,0,0.482,0.564,0,0.165,0.256,0.277,0,0.244,0,0.363,0,0,0,0,0.224,0.602,0,0.541,0,0.672,0,0.275,0.419,0,0.402,0,0,0.281,0,0.118,0.329,0.158,0.664,0,0.19,0.252,0,0,0.514,0,0,0.621,0.485,0.346,0,0,0.617,0,0.711,0,0,0.693,0,0,0,0,0.23,0.404,0.335,0.265,0.281,0.181,1.144,1.101,0,0,0.485,0.333,0.554,0.485,0,0,0,0,0.354,0.526,0.672,0.632,0.457,0,0.091,0.259,0,0.084,0.116,0.217,0.175,0.392,0,0.46,0.187,0,0.585,0,0,0,0.455,0.171,0.434,0.49,0.554,0.749,0,0,0,0.225,0.259,0,0.376,0.628,0,0.363,0.198,0,0.754,0.325,0.296,0,0.811,0.129,0.774,0.34,0.548,0.52,0.599,0.588,0.545,0.421,0.585,0.551,1
0,0.176,0.195,0.219,0,0,0,0.331,0.855,0.337,0,0,0,0.162,0.337,0,0.27,0.353,0,0,0.687,0,0,0.167,0,0.28,0.678,0.233,0.343,0.594,0,0,0,0.546,0.15,0,0,0,0.222,0.734,0,1.032,0,0.442,0.62,0,0.549,0.817,0.493,0.904,0,0,0.251,0.382,1.335,0,0,0.811,0.256,0.493,0.108,0.3,0.144,0.605,0,0.173,0.23,0,0.427,0.468,0.829,1.074,0.566,0.442,0.315,0.447,0.817,0.562,0.542,0.648,0,0.3,0.632,0.729,0,0.552,0,0.21,0.368,0.306,0.241,0.256,0.165,0,0,0.517,0,0,0.304,0,0,0,0,0,0.395,0,0,0,0.576,0.417,0,0.083,0.236,0,0.077,0.105,0.198,0.16,0.358,0.463,0,0.171,1.085,0,0,0,0.282,0.414,0.156,0.395,0.447,0.505,0.682,0.419,0.674,0.358,0.205,0.236,0.994,0.343,0.573,0.935,0.331,0.181,0.817,0.687,0.296,0,0,0,0.117,0.705,0.31,0.499,0.474,0,0.536,0,0.384,0.533,0.502,1
0,0.24,0.266,0.299,0,1.016,0.356,0,0,0.46,0,0,0.274,0.222,0,0,0.368,0.482,0.479,0.767,0,0.443,0,0.227,0.193,0.382,0,0.318,0,0,0,0.599,0.701,0.744,0.205,0.318,0.345,0,0.303,0,0,0,0,0,0,0.278,0.749,0,0.673,0,0,0,0.342,0,0,0.5,0,0,0.349,0.673,0.147,0.409,0.196,0,0,0.237,0.314,0,0,0.639,0,0,0.772,0.602,0,0,1.115,0.767,0.74,0.884,0,0.409,0,0,1.052,0.753,0,0.286,0.503,0.417,0,0,0.225,0,0,0,0,0.602,0.414,0,0.602,0,0,0,0.539,0.441,0,0,0.786,0.568,0,0.114,0.322,0,0.104,0.144,0.27,0.218,0,0.631,0.572,0.233,0,0,0,1.037,0.385,0.565,0.212,0.539,0.609,0.689,0,0.572,0.919,0,0,0.322,0,0.468,0.781,0,0.451,0.246,1.115,0,0.404,0.368,0,0,0.16,0,0,0.681,0,0.744,0.731,0,0.524,0.727,0,1
0.676,0.193,0.214,0.24,0,0.817,0.286,0.363,0,0.37,0,0,0.22,0,0,0,0.296,0.388,0.386,0,0.754,0.357,0.502,0.183,0.155,0.307,0,0.256,0.376,0.652,0,0.482,0.564,0,0.165,0.256,0.277,0,0.244,0,0.363,0,0,0,0,0.224,0.602,0,0.541,0,0.672,0,0.275,0.419,0,0.402,0,0,0.281,0,0.118,0.329,0.158,0.664,0,0.19,0.252,0,0,0.514,0,0,0.621,0.485,0.346,0,0,0.617,0,0.711,0,0,0.693,0,0,0,0,0.23,0.404,0.335,0.265,0.281,0.181,1.144,1.101,0,0,0.485,0.333,0.554,0.485,0,0,0,0,0.354,0.526,0.672,0.632,0.457,0,0.091,0.259,0,0.084,0.116,0.217,0.175,0.392,0,0.46,0.187,0,0.585,0,0,0,0.455,0.171,0.434,0.49,0.554,0.749,0,0,0,0.225,0.259,0,0.376,0.628,0,0.363,0.198,0,0.754,0.325,0.296,0,0.811,0.129,0.774,0.34,0.548,0.52,0.599,0.588,0.545,0.421,0.585,0.551,1
0,0.176,0.195,0.219,0,0,0,0.331,0.855,0.337,0,0,0,0.162,0.337,0,0.27,0.353,0,0,0.687,0,0,0.167,0,0.28,0.678,0.233,0.343,0.594,0,0,0,0.546,0.15,0,0,0,0.222,0.734,0,1.032,0,0.442,0.62,0,0.549,0.817,0.493,0.904,0,0,0.251,0.382,1.335,0,0,0.811,0.256,0.493,0.108,0.3,0.144,0.605,0,0.173,0.23,0,0.427,0.468,0.829,1.074,0.566,0.442,0.315,0.447,0.817,0.562,0.542,0.648,0,0.3,0.632,0.729,0,0.552,0,0.21,0.368,0.306,0.241,0.256,0.165,0,0,0.517,0,0,0.304,0,0,0,0,0,0.395,0,0,0,0.576,0.417,0,0.083,0.236,0,0.077,0.105,0.198,0.16,0.358,0.463,0,0.171,1.085,0,0,0,0.282,0.414,0.156,0.395,0.447,0.505,0.682,0.419,0.674,0.358,0.205,0.236,0.994,0.343,0.573,0.935,0.331,0.181,0.817,0.687,0.296,0,0,0,0.117,0.705,0.31,0.499,0.474,0,0.536,0,0.384,0.533,0.502,1
0,0.24,0.266,0.299,0,1.016,0.356,0,0,0.46,0,0,0.274,0.222,0,0,0.368,0.482,0.479,0.767,0,0.443,0,0.227,0.193,0.382,0,0.318,0,0,0,0.599,0.701,0.744,0.205,0.318,0.345,0,0.303,0,0,0,0,0,0,0.278,0.749,0,0.673,0,0,0,0.342,0,0,0.5,0,0,0.349,0.673,0.147,0.409,0.196,0,0,0.237,0.314,0,0,0.639,0,0,0.772,0.602,0,0,1.115,0.767,0.74,0.884,0,0.409,0,0,1.052,0.753,0,0.286,0.503,0.417,0,0,0.225,0,0,0,0,0.602,0.414,0,0.602,0,0,0,0.539,0.441,0,0,0.786,0.568,0,0.114,0.322,0,0.104,0.144,0.27,0.218,0,0.631,0.572,0.233,0,0,0,1.037,0.385,0.565,0.212,0.539,0.609,0.689,0,0.572,0.919,0,0,0.322,0,0.468,0.781,0,0.451,0.246,1.115,0,0.404,0.368,0,0,0.16,0,0,0.681,0,0.744,0.731,0,0.524,0.727,0,1
0.676,0.193,0.214,0.24,0,0.817,0.286,0.363,0,0.37,0,0,0.22,0,0,0,0.296,0.388,0.386,0,0.754,0.357,0.502,0.183,0.155,0.307,0,0.256,0.376,0.652,0,0.482,0.564,0,0.165,0.256,0.277,0,0.244,0,0.363,0,0,0,0,0.224,0.602,0,0.541,0,0.672,0,0.275,0.419,0,0.402,0,0,0.281,0,0.118,0.329,0.158,0.664,0,0.19,0.252,0,0,0.514,0,0,0.621,0.485,0.346,0,0,0.617,0,0.711,0,0,0.693,0,0,0,0,0.23,0.404,0.335,0.265,0.281,0.181,1.144,1.101,0,0,0.485,0.333,0.554,0.485,0,0,0,0,0.354,0.526,0.672,0.632,0.457,0,0.091,0.259,0,0.084,0.116,0.217,0.175,0.392,0,0.46,0.187,0,0.585,0,0,0,0.455,0.171,0.434,0.49,0.554,0.749,0,0,0,0.225,0.259,0,0.376,0.628,0,0.363,0.198,0,0.754,0.325,0.296,0,0.811,0.129,0.774,0.34,0.548,0.52,0.599,0.588,0.545,0.421,0.585,0.551,1
0,0.176,0.195,0.219,0,0,0,0.331,0.855,0.337,0,0,0,0.162,0.337,0,0.27,0.353,0,0,0.687,0,0,0.167,0,0.28,0.678,0.233,0.343,0.594,0,0,0,0.546,0.15,0,0,0,0.222,0.734,0,1.032,0,0.442,0.62,0,0.549,0.817,0.493,0.904,0,0,0.251,0.382,1.335,0,0,0.811,0.256,0.493,0.108,0.3,0.144,0.605,0,0.173,0.23,0,0.427,0.468,0.829,1.074,0.566,0.442,0.315,0.447,0.817,0.562,0.542,0.648,0,0.3,0.632,0.729,0,0.552,0,0.21,0.368,0.306,0.241,0.256,0.165,0,0,0.517,0,0,0.304,0,0,0,0,0,0.395,0,0,0,0.576,0.417,0,0.083,0.236,0,0.077,0.105,0.198,0.16,0.358,0.463,0,0.171,1.085,0,0,0,0.282,0.414,0.156,0.395,0.447,0.505,0.682,0.419,0.674,0.358,0.205,0.236,0.994,0.343,0.573,0.935,0.331,0.181,0.817,0.687,0.296,0,0,0,0.117,0.705,0.31,0.499,0.474,0,0.536,0,0.384,0.533,0.502,1
