accordance,achieved,achieving,action,actions,active,activities,activity,address,addresses,agenda,agreement,agreements,agriculture,aid,amount,amounts,applicant,applicants,application,applications,architecture,area,areas,article,articles,aspects,associations,automatic,award,bank,behaviour,beneficiaries,beneficiary,bodies,body,budget,budgetary,building,buildings,call,calls,cancer,capital,case,cases,centre,centres,commission,companies,company,condition,conditions,confidentiality,confirm,consumption,contact,contacts,content,contents,contract,contracts,contribution,contributions,core,cost,costs,council,countries,country,covering,creation,criteria,culture,data,date,dates,deal,decision,decisions,demand,demonstration,description,developing,development,developments,duration,dynamics,economies,economy,educational,effect,effects,eligible,emerging,energy,engagement,engineering,enhancing,enterprises,environment,environments,establishment,establishments,ethical,evaluation,evaluations,expenditure,expenditures,extent,facilities,factors,field,fields,finances,financing,formal,foundation,foundations,framework,full,fund,funding,funds,general,goals,governance,governmental,grant,grants,group,groups,guideline,guidelines,health,hearings,humanities,hydrogen,impact,impacts,implementation,including,increase,increasing,indicative,individual,individuals,industries,industry,information,infrastructure,infrastructures,innovation,innovations,institution,institutions,instrument,instruments,interaction,interactions,interest,interests,interim,investment,involve,issue,issues,key,knowledge,laboratory,law,leadership,length,life,line,manufacturing,maximum,medium,member,members,message,modelling,national,negotiation,negotiations,notice,notification,number,numbers,objective,objectives,obligations,open,organisation,organisations,organization,organizations,outcome,outcomes,parliament,participant,participants,parties,partner,partners,parts,party,payment,payments,percentage,performance,person,personal,persons,place,plan,planning,plans,play,point,points,priorities,priority,procurement,production,program,programme,programmes,programs,project,projects,promoter,promoters,promotion,proposal,proposals,protection,provision,provisions,public,publication,put,rate,rates,reader,reference,regard,relevance,repair,reporting,request,requests,requirements,result,results,return,review,rule,rules,scale,scales,scheme,schemes,science,sciences,scope,score,scores,screening,section,sections,sector,sectors,security,service,services,set,simulation,situation,situations,social,societal,societies,society,specific,staff,stem,storage,strengthening,strong,subject,submission,submit,success,sum,sums,support,supports,sustainable,synergies,taking,technological,technologies,technology,theme,themes,topic,topics,transfer,transnational,transport,treaty,union,user,users,values,view,views,vision,ways,welfare,world,writing,@@class@@
0.748,0,0,0.442,0.489,0,0,0.65,0,0,0,0.654,0.83,0,0,0,0,0,0.503,0,0,0,0.676,0,0,1.41,0,0,0,0,0,0,0.815,0,0,0,0.418,1.385,0,0,0.354,0.702,0,0,0,0,0,0,0.371,0,0,1.181,0.564,0,0,0,0,0,0,0,0,0,0.642,0,0,0,0.572,0,0,0.584,0,0,0.572,0,0,0.633,0,0,0,0,0,1.418,0.815,0,0,0,0,0,0,0,0,0,0,0.511,0,1.376,0,0,0,0,0,0,0,0,0,0.485,1.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.361,0,0,0,0.435,0.576,0,0,0,0,0,0,0,0,0.633,1.282,0.541,0.338,0,0,1.107,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0,0,0,0,0,0,0,0.629,0,0.526,0,0,0,0,0,1.667,0,0,0.518,0,0,0,0,0.633,0,0,0,0,0,0,0,1.107,0.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946,0.825,0,1.045,0,1.646,0,0.209,0,0,0.192,0.264,0,0,0,0.496,0.401,0,0,0,0,1.009,0,0,0.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553,1.16,0,0.991,1.12,0,0,0,0,1.462,0,0,0,0,0,0,0,0.592,0.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,1.244,0.963,0,0,0,0,0,0,0,0,0.815,0,0,0,0,0,0,3
0.325,0,0.671,0.192,0.212,0,0.17,0.282,0.238,0,0,0.284,0.36,0,0,0,0,0.413,0.219,0.177,0,0,0.294,0,0.383,0,0.329,0,0.834,0,0.56,0,0.354,0.498,0.36,0.513,0.181,0.601,0.55,0,0.154,0.305,0.738,0,0.254,0.374,0.557,0,0.161,0.647,0.684,0,0.245,0.624,0,0,0.233,0.516,0.313,0.55,0,0.56,0.279,0,0.594,0.352,0.249,0.317,0.164,0.254,0.446,0,0.249,0,0.297,0.275,0.663,0.655,0.277,0.433,0,0.616,0.354,0.616,0.242,0,0.36,0,0,0,0,0.481,0,0.222,0,0,0,0,0,0.567,0,0,0,0.822,0.49,0.211,0.58,0.55,0,0,0.659,0,0.273,0.416,0,0.399,0.516,0,0,0.279,0.297,0,0.117,0.327,0.157,0,0,0,0.189,0.25,0.39,0.38,0,0,0,1.001,0,0,0.275,0.557,0.235,0.147,0.408,0.616,0.481,0.343,0.487,0,0.612,0.061,0,0,0.327,0,0,0.327,0.651,0,0.688,0.795,0.339,0.507,0,0.601,0,0,0.321,0.449,0.315,0,0.481,0,0.811,0,0.323,0,0.273,0,0.228,0.401,1.027,0,0.187,0.616,0.724,0.525,0,0.225,0.655,0.333,0.263,0.57,0.275,0.279,0.18,0,0,0.563,0.72,0,0.481,0.331,0,0.24,0.242,0.481,0.635,0,0,0,0,0.421,0.431,0.394,0.29,0.352,0.522,0,0,0.411,0.358,0,0.454,0.473,0,0,0.091,0.257,0,0.083,0.115,0,0,0,0.215,0.174,0.39,0.504,0,0.186,0,0.547,0.421,0.421,0.91,0.358,0.431,0.374,0,0,0.525,0,0.307,0,0.17,0,0.392,0,0.24,0,0,0.431,0.487,0,0,0.462,0.651,0.635,1.018,0.423,0.729,0.456,0,0.39,0.224,0.257,0.224,0,0,0.71,0,0.624,0,0,0.197,0.374,0.693,0,0,0.598,0.323,0.294,0.406,0,0.601,0.805,0.128,0,0,0,0.337,0.49,0.544,0.516,0.594,0,0.541,0.418,0.428,0,0,0,0.235,0.584,0.516,0,0.354,0,0,0,0.635,0.547,0.671,3
0.327,0,0,0.193,0.214,0,0.171,0.284,0.24,0,0,0.286,0.363,0,0,0,0,0.416,0.22,0.178,0,0,0.295,0.387,0.385,0,0.331,0,0.839,0,0.563,0,0.356,0.501,0.363,0.516,0.183,0.605,0.554,0,0.155,0.307,0.743,0,0.255,0.376,0.56,0.541,0.162,0.651,0.688,0.516,0.247,0.627,0,0,0.235,0.519,0.315,0.554,0,0.563,0.28,0,0.598,0.354,0.25,0.319,0.165,0.255,0.449,0,0.25,0,0.299,0.277,0.667,0.659,0.279,0.436,0,0.62,0.356,0,0.243,0,0.363,0,0,0,0,0.484,0,0.223,0,0,0,0,0,0.57,0,0,0,0.827,0.492,0.212,0.584,0.554,0,0,0.663,0,0.275,0.418,0,0.401,0.519,0,0,0.28,0.299,0,0.118,0.329,0.158,0,0,0,0.19,0.252,0.392,0.383,0,0,0,1.007,0,0,0.277,0.56,0.237,0.148,0.411,0.62,0.484,0.345,0.49,0,0.616,0.061,0.594,0.71,0.329,0,0,0.329,0.655,0,0.692,0.799,0.341,0.51,0,0.605,0,0,0.323,0,0.317,0,0.484,0,0.816,0,0.325,0,0.275,0,0.23,0.404,1.033,0,0.189,0.62,0.729,0.528,0,0.227,0.659,0.335,0.264,0.574,0.277,0.28,0.181,0,0,0.567,0.724,0,0.484,0.333,0,0.242,0.243,0.484,0.639,0,0,0,0,0.423,0.433,0.397,0.292,0.354,0.525,0,0,0.413,0.36,0,0.457,0.476,0,0,0.091,0.259,0,0.084,0.115,0,0,0,0.217,0.175,0.392,0.507,0,0.187,0,0.55,0.423,0.423,0.916,0.36,0.433,0.376,0,0,0.528,0,0.309,0,0.171,0,0.394,0,0.242,0,0,0.433,0.49,0,0,0.465,0.655,0.639,1.024,0.426,0.733,0.459,0,0.392,0.225,0.259,0.225,0,0,0.715,0,0,0,0.363,0.198,0.376,0.697,0,0,0.602,0.325,0.295,0.409,0,0.605,0.81,0.129,0,0,0.598,0.339,0.492,0,0,0.598,0,0.544,0.421,0.431,0.62,0,0,0.237,0.587,0.519,0,0.356,0,0,0,0.639,0.55,0.675,3
0.367,0,0,0.217,0.24,0,0.192,0.319,0.269,0.722,0,0.321,0,0,0.862,0.415,0.692,0,0,0.2,0,0,0,0,0.433,0.692,0,0,0,0.43,0.633,0,0.4,0.563,0.407,0.58,0.205,0,0.622,0,0.174,0.345,0,0.749,0.287,0.422,0.629,0,0.182,0,0,0,0.277,0.705,0,0,0.264,0,0.354,0,0.54,0.633,0.315,0.57,0,0.398,0.281,0.358,0.185,0.287,0.504,0,0.281,0,0.336,0.311,0,0,0.313,0.489,0,0,0.4,0,0,0,0.407,0,0,0.798,0,0.544,0,0.251,0,0,0,0,0,0,0,0,0.754,0.929,0.553,0.238,0.656,0,0,0,0,0,0.309,0,0,0.451,0,0,0,0.315,0.336,0,0.133,0.369,0.177,0,0,0,0.214,0.283,0,0,0,0,0,0,0,0,0.311,0,0.266,0.166,0,0,0.544,0.388,0.55,0,0,0.069,0,0,0.369,0,0,0.369,0,0,0,0,0.383,0.573,0.949,0,0.615,0,0,0,0.356,0,0.544,0,0,0,0.365,0,0.309,0.688,0.258,0,0,0,0.212,0,0,0.593,1.069,0.254,0,0.376,0,0.644,0.311,0.315,0.203,0,0,0,0,0.586,0,0.374,0.622,0,0,0,0.718,0.759,0.984,1.181,0.672,0.475,0.487,0.446,0.328,0,0,0,0,0.464,0.405,0,0,0,0,0,0.102,0,0,0.094,0.13,0,0,0,0.243,0.197,0.44,0.57,0.516,0.21,0.495,0,0.475,0.475,0,0.405,0.487,0,0,0.656,0.593,0.936,0.347,0.51,0.192,0,0.443,0,0.271,0,0,0,0,0,0,0.522,0,0,0,0,0,0,0,0.44,0.253,0.291,0.253,0,0.633,0,0.422,0,0,0.407,0.222,0,0,0,0,0,0.365,0.332,0.459,0,0.68,0.91,0.144,0,0,0,0.381,0,0.615,0,0,0,0,0,0.484,0,0,0.868,0.266,0.66,0,0,0.4,0.929,0,0,0,0,0.759,3
0.279,0.504,0.576,0.165,0.182,0.394,0.145,0.242,0.204,0.548,0,0.244,0.309,0,0.654,0.315,0.525,0.354,0.187,0.152,0.315,1.134,0.252,0.33,0.328,0.525,0.282,0,0.715,0.326,0,0,0.304,0.427,0.309,0.44,0.156,0.516,0.472,0,0.132,0.262,0,0.568,0.218,0.32,0,0,0.138,0,0.586,0.44,0.21,0.535,0,0,0.2,0,0.268,0.472,0.41,0.48,0.239,0.432,0,0.302,0.213,0.272,0.14,0.218,0.382,0,0.213,0,0.255,0.236,0.568,0,0.237,0.371,0,0,0.304,0.528,0.207,0,0.309,0,0,0,0,0,0,0.19,0,0.513,0,0,0,0.486,0,0,0.572,0,0,0.181,0.498,0,0,0.545,0,0.633,0.234,0.356,0,0.342,0.442,0,0,0.239,0.255,0,0.101,0.28,0.134,0,0,1.069,0.162,0.215,0.334,0.326,0,0.398,0.437,0,0,0,0.236,0.477,0.202,0.126,0.35,0,0.412,0.294,0.417,0.763,0.525,0.052,0,0.605,0.28,0,0,0.28,0.558,0.681,0,0,0.291,0.435,0,0.516,0,0.48,0.275,0.385,0.27,0,0.412,0,0.695,0.495,0.277,0,0.234,0.522,0.196,0.344,0.881,0,0.161,0.528,0.621,0.45,0,0.193,0.561,0.286,0.225,0.489,0.236,0.239,0.154,0,0,0.483,0.617,0.445,0.412,0.284,0.472,0.206,0.207,0.412,0.545,0.576,0,0,0.51,0.361,0.369,0.338,0.249,0.302,0.448,0.572,0,0.352,0.307,0.538,0.389,0.405,0,0,0.078,0.221,0,0.071,0.098,0,0,0,0.185,0.149,0.334,0,0.391,0.159,0.376,0.469,0.361,0.361,0.78,0.307,0.369,0.32,0,0.498,0.45,0,0.263,0.387,0.145,0,0.336,0,0.206,0.432,0,0,0,0.472,0,0.396,0.558,0.545,0,0.363,0.625,0.391,0,0.334,0.192,0.221,0.192,0,0.48,0.609,0.32,0.535,0,0.309,0.169,0.32,0,0,0,0,0.277,0.252,0.348,0,0.516,0,0.11,0,0,0.51,0.289,0,0.466,0,0.51,0.501,0.464,0.359,0,0,0.498,0,0.202,0.501,0.442,0.625,0.304,0.705,0,0.579,0,0.469,0.576,3
0.577,0,0,0,0.377,0,0.301,0,0.424,0,0,0.505,0.64,0,0,0.652,0,0,0.388,0.314,0,0,0,0,0.68,0,0,1.329,0,0.676,0,0,0.629,0.885,0.64,0,0.322,0,0.977,0,0.273,0.542,0,0,0.451,0.664,0,0,0.286,1.149,0,0.911,0.436,0,0,0,0,0,0,0,0.85,0,0.495,0,0,0.625,0.442,0.563,0.291,0.451,0,1.287,0,0,0,0.489,0,0,0,0.769,0,0,0.629,1.095,0.43,0,0.64,0,0,0,0,0,0,0.394,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0.977,0,1.128,0,0,0,0,0,0.709,0,0,0,0.495,0,0.955,0.208,0,0.278,0,0,0,0.336,0.445,0,0.676,0,0,0,0,0,0,0,0,0.418,0.261,0,0,0,0.61,0,0,1.088,0.108,0,0,0.581,0,0,0.581,0,0,0,0,0.603,0,0,0,0.966,0.995,0,0,0,0,0.855,0,0,0,0,0,0.486,0,0.406,0,0,0,0.333,1.095,0,0,0,0.4,0,0.592,0.466,1.013,0.489,0.495,0.32,0,0,1.001,1.278,0.922,0.855,0.588,0.977,0.427,0.43,0,0,1.192,0,0,0,0.747,0,0,0.515,0,0,0,0,0,0,0,0,0.84,0,0,0.161,0.457,0,0.148,0.204,0,0,0,0.383,0.309,0,0.895,0.811,0.33,0.778,0.972,0.747,0,0,0,0.765,0,0,0,0.933,0,0.546,0.802,0.301,0,0.696,0,0.427,0,0,0,0,0,0,0.82,0,0,0,0.752,0,0.811,0,0,0.397,0.457,0.397,0,0,0,0,0,0,0,0.349,0.664,0,0,0,0,0.574,0.522,0.721,0,1.069,0,0.227,0,0,0,0,0,0,0,0,0,0,0.743,0,0,0,0,0.418,1.037,0,0,0.629,1.461,0,0,0,0,1.192,3
0.285,0.514,0.588,0.168,0.186,0.402,0.149,0.247,0.209,0.56,0,0.249,0.316,0,0,0.321,0.536,0.362,0.191,0.155,0.321,0,0.257,0.337,0.335,0.536,0.288,0,0.73,0.333,0,0,0.31,0.436,0.316,0.449,0.159,0.527,0.482,0,0.135,0.267,0,0.581,0.222,0.327,0,0,0.141,0,0.599,0.449,0.215,0.546,0,0,0.204,0,0.274,0.482,0.419,0.49,0.244,0.441,0,0.308,0.218,0.278,0.143,0.222,0.391,0,0.218,0,0.26,0.241,0.581,0,0.243,0.379,0,0,0.31,0,0.212,0.701,0.316,0,0,0,0,0,0,0.194,0,0.524,0,0,0,0.496,0,0,0.584,0,0,0.184,0.508,0,0,0,0,0.647,0.239,0.364,0,0.349,0.452,0,0,0.244,0.26,0,0.103,0.286,0.137,0,0,0,0.165,0.219,0.341,0.333,0,0,0.447,0,0,0,0.241,0.488,0.206,0.129,0.358,0,0.421,0.301,0.426,0.779,0,0.053,0,0,0.286,0,0,0.286,0.57,0.696,0,0,0.297,0.444,0,0.527,0,0.49,0.281,0.393,0.276,0,0.421,0,0.71,0,0.283,0,0.239,0.533,0.2,0.351,0.899,0,0.164,0.54,0.634,0.46,0,0.197,0.573,0.292,0.23,0.499,0.241,0.244,0.158,0,0,0.493,0.63,0.454,0.421,0.29,0.482,0.21,0.212,0.421,0.556,0.588,0,0,0.52,0.368,0.377,0.345,0.254,0.308,0.457,0.584,0,0.36,0.314,0,0.397,0.414,0,0,0.079,0.225,0,0.073,0.1,0,0,0,0.189,0.152,0.341,0,0.4,0.163,0.384,0.479,0.368,0.368,0.797,0.314,0.377,0.327,0,0.508,0.46,0,0.269,0.395,0.149,0,0.343,0,0.21,0.441,0,0,0,0.482,0,0.404,0.57,0.556,0,0.371,0.638,0.4,0,0.341,0.196,0.225,0.196,0,0.49,0.622,0.327,0.546,0,0.316,0.172,0.327,0,0,0,0.524,0.283,0.257,0.356,0,0.527,0,0.112,0,0,0.52,0.295,0,0.476,0.452,0.52,0.511,0.473,0.366,0,0,0.508,0,0.206,0.511,0.452,0.638,0.31,0.72,0,0.592,0,0.479,0.588,3
0.654,0,0,0,0.427,0,0.342,0,0,0,0,0.573,0.726,0,0,0.739,0,0,0.44,0,0,0,0,0,0.771,0,0,0,0,0.766,0,0,0.713,1.003,0,0,0.365,0,0,0,0.31,0,0,0,0.511,0.753,0,0,0.324,0,0,1.033,0.494,0,0,0,0,0,0,0,0.963,0,0.561,0,0,0.709,0.501,0.638,0.33,0,0,0,0,0,0,0.554,0,0,0,0.872,0,0,0.713,0,0.487,0,0.726,0,0,0,0,0,0,0.447,0,0,0,0,0,0,0,0,0,0,0,0.424,0,1.108,0,1.279,0,0,0,0,0,0.803,0,0,0,0.561,0.599,1.082,0.236,0,0.316,0,0,0,0.381,0.504,0,0,0,0,0,0,0,0,0,0,0.473,0.296,0,0,0,0.692,0,0,0,0.122,0,0,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,0,0,0.969,0,0,0,0,0,0.55,0,0.46,0,0,0,0.377,1.241,0,0,0,0.453,0,0.671,0.529,1.148,0,0.561,0.362,0,0,0,0,1.045,0.969,0.667,0,0.484,0.487,0,0,1.352,0,0,0,0.847,0,0,0,0,0,0,0,0,0,0,0,0.952,0,0,0.183,0.518,0,0.168,0.231,0,0,0,0.434,0.35,0,1.015,0.919,0.374,0,1.102,0.847,0,0,0,0.867,0,0,0,1.057,0,0.618,0,0.342,0,0.789,0,0.484,1.015,0,0,0,0,0,0.93,0,0,0,0.852,0,0.919,0,0,0.45,0.518,0.45,0,0,0,0,0,0,0,0.396,0.753,0,0,0,0,0.65,0.591,0,0,1.211,0,0.257,0,0,0,0,0.986,0,0,0,0,0,0.842,0,0,0,0,0.473,0,1.039,0,0.713,1.656,0,0,0,0,1.352,3
0.286,0.517,0.591,0.169,0.187,0.404,0.149,0.249,0.21,0.562,0,0.25,0.317,0,0,0.323,0.539,0.364,0.192,0.156,0.323,0,0.259,0.339,0.337,0.539,0.29,0,0.734,0.335,0,0,0.312,0.439,0.317,0.451,0.16,0.529,0.484,0,0.135,0.269,0,0.584,0.223,0.329,0,0,0.142,0,0.602,0.451,0.216,0.549,0,0,0.205,0,0.275,0.484,0.421,0.493,0.245,0.444,0,0.31,0.219,0.279,0.144,0.223,0.393,0,0.219,0,0.262,0.242,0.584,0,0.244,0.381,0,0,0.312,0,0.213,0,0.317,0,0,0,0,0,0,0.195,0,0.526,0,0,0,0.499,0,0,0.587,0,0,0.185,0.511,0,0,0,0.58,0.65,0.241,0.366,0,0.351,0.454,0,0,0.245,0.262,0,0.103,0.288,0.138,0,0,0,0.166,0.22,0.343,0.335,0,0,0.449,0,0,0,0.242,0.49,0.207,0.129,0.36,0,0.423,0.302,0.428,0,0,0.054,0,0,0.288,0,0,0.288,0.573,0.699,0,0,0.299,0.446,0,0.529,0,0,0.282,0.395,0.277,0,0.423,0,0.714,0,0.284,0,0.241,0.536,0.201,0.353,0.904,0,0.165,0.542,0.638,0.462,0,0.198,0.576,0.293,0.231,0.502,0.242,0.245,0.158,0,0,0.496,0.633,0.457,0.423,0.291,0.484,0.211,0.213,0.423,0.559,0.591,0,0,0.523,0.37,0.379,0.347,0.255,0.31,0.459,0.587,0,0.362,0.315,0,0.4,0.416,0,0,0.08,0.227,0,0.073,0.101,0,0,0,0.19,0.153,0.343,0.444,0.402,0.164,0.386,0.482,0.37,0.37,0.801,0.315,0.379,0.329,0,0.511,0.462,0,0.27,0.397,0.149,0,0.345,0,0.211,0.444,0,0,0.428,0.484,0,0.407,0.573,0.559,0,0.372,0.642,0.402,0,0.343,0.197,0.227,0.197,0,0.493,0.625,0.329,0.549,0,0.317,0.173,0.329,0,0,0,0,0.284,0.259,0.357,0,0.529,0.709,0.113,0,0,0.523,0.297,0,0.479,0,0.523,0.514,0.476,0.368,0,0,0.511,0,0.207,0.514,0,0.642,0.312,0.724,0,0.595,0,0.482,0.591,3
0.287,0.518,0.593,0.169,0.187,0.405,0.15,0.249,0.21,0.564,0,0.251,0.318,0,0,0.324,0.541,0.365,0.193,0.156,0.324,0,0.259,0.34,0.338,0.541,0.29,0,0.736,0.336,0,0,0.313,0.44,0.318,0.453,0.16,0.531,0.486,0,0.136,0.269,0,0.585,0.224,0.33,0,0,0.142,0,0.604,0.453,0.216,0.551,0,0,0.206,0,0.276,0.486,0.422,0.494,0.246,0.445,0,0.311,0.219,0.28,0.145,0.224,0.394,0,0.219,0,0.263,0.243,0.585,0,0.244,0.382,0,0,0.313,0,0.213,0,0.318,0,0,0,0,0,0,0.196,0,0.528,0,0,0,0.5,0,0,0.589,0,0,0.186,0.512,0,0,0,0,0.652,0.241,0.367,0,0.352,0.455,0,0,0.246,0.263,0,0.104,0.289,0.138,0,0,0,0.167,0.221,0.344,0.336,0,0,0.45,0,0,0,0.243,0.492,0.208,0.13,0.361,0,0.425,0.303,0.43,0,0,0.054,0,0,0.289,0,0,0.289,0.575,0.701,0,0,0.299,0.448,0,0.531,0,0,0.283,0.396,0.278,0,0.425,0,0.716,0,0.285,0,0.241,0.537,0.202,0.354,0.907,0,0.165,0.544,0.639,0.463,0,0.199,0.578,0.294,0.232,0.503,0.243,0.246,0.159,0,0,0.497,0.635,0.458,0.425,0.292,0.486,0.212,0.213,0.425,0.561,0.593,0,0,0.525,0.371,0.38,0.348,0.256,0.311,0.461,0.589,0,0.363,0.316,0,0.401,0.417,0,0,0.08,0.227,0,0.074,0.101,0,0,0,0.19,0.154,0.344,0,0.403,0.164,0.387,0.483,0.371,0.371,0.804,0.316,0.38,0.33,0,0.512,0.463,0,0.271,0.398,0.15,0,0.346,0,0.212,0.445,0,0,0,0.486,0,0.408,0.575,0.561,0,0.374,0.643,0.403,0,0.344,0.197,0.227,0.197,0,0.494,0.627,0.33,0.551,0,0.318,0.174,0.33,0,0,0,0.528,0.285,0.259,0.358,0,0.531,0,0.113,0,0,0,0.298,0,0.48,0,0.525,0.515,0.477,0.369,0,0,0.512,0,0.208,0.515,0.455,0.643,0.313,0.726,0,0.596,0,0.483,0.593,3
0.667,0,0,0,0.436,0,0.348,0,0,0,0,0.584,0.74,0,0,0.754,0,0,0.449,0,0,0,0,0,0.786,0,0,0,0,0.781,0,0,0.727,1.023,0,0,0.373,0,1.13,0,0.316,0,0,0,0.521,0.768,0,0,0.331,0,0,0,0.504,0,0,0,0,0,0,0,0.982,0,0.573,0,0,0.723,0.511,0.651,0.337,0,0,0,0,0,0,0.565,0,0,0,0.89,0,0,0.727,0,0.497,0,0.74,0,0,0,0,0,0,0.456,0,0,0,0,0,0,0,0,0,0,0,0.433,0,1.13,0,1.304,0,0,0,0,0,0.819,0,0,0,0.573,0,0,0.241,0,0.322,0,0,0,0.388,0.514,0,0,0,0,0,0,0,0,0,0,0.483,0.302,0,0,0,0.705,0,0,0,0.125,0,0,0.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921,0,0,0.988,0,0,0,0,0,0.561,0,0.469,0,0,0,0.385,1.265,0,0,0,0.462,0,0.684,0.539,1.171,0,0.573,0.37,0,0,0,0,1.066,0,0.68,0,0.493,0.497,0,0,1.379,0,0,0,0.864,0,0,0,0,0,0,0,0,0,0,0,0.971,0,0,0.186,0.528,0,0.171,0.236,0,0,0,0.442,0.357,0,1.035,0.938,0.382,0,1.123,0.864,0,0,0,0.884,0,0,0,1.078,0,0.631,0,0.348,0,0.805,0,0.493,0,0,0,0,0,0,0.949,0,0,0,0.869,0,0.938,0,0,0.459,0.528,0.459,0,0,0,0,0,0,0,0.404,0.768,0,0,0,0,0.663,0.603,0,0,1.235,0,0.263,0,0,0,0,0,0,0,0,0,0,0.859,0,0,0,0,0.483,0,1.06,0,0.727,1.689,0,0,0,0,1.379,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1.924,1.576,0,0,0,0.452,0.366,0.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482,0,0,0,0.988,0,0,0,0,0,0.514,0,0.338,0.524,0,0,0.514,0,0,0.568,0,0,0,0.895,0,0,0,0,0.499,0,0.745,0,0,1.458,1.825,0,0,0.458,0,0,0,0,0,0,0,0,0,0,0,0,1.199,0,0,0,0,0,0.565,0.859,0,0,0,0,1.825,0,0,0,0.242,0.675,0,0,0,2.576,0,0,0,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,1.005,0,0,0.126,0,0,0,0,1.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.866,0,0,0,0,0,0,0,0.829,0,0,0,0,0,0,0,0,0,0,0,0,0.568,0,0,0,0,0,0,0,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.416,0,0,2.84,0,0,0,0,0,0,0,0.805,0,0,0.384,0,0,0,0,0,0,0,0,0,0,1.084,0,0,0.932,0.35,1.458,0,0,0,0,0,0,0,1.136,0,0,0,0,0,0,0,0.943,0,0,0.462,0,0,0,0,0,0.772,0,0,0.745,0,0.772,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386,3
0,0,0,0,0,0,0.325,0,0,0,0,0,0,0,0,0,0,0.793,0.419,0.339,0.704,0,0,0.738,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487,0.717,0,0,0.309,0,0,0,0,0,0,0,0.448,0,0,0,0,0,0,0,0,0,0.477,0,0.314,0.487,0,0,0.477,0,0,0,0,0,0.531,0,0,0,0,0,0,0,0,0,0,0,1.694,0,0,0.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797,0,0,0,1.829,0,0,0.57,0,0.225,0,0.301,0,0,0,0.362,0.48,0.747,0,0,0,0.978,0,1.733,0,0,0,0,0.282,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0.627,0,0,0,0,0,0,0,0,0,0,0,0,0.604,0,0.923,1.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528,0,0,0,0,0,0,0,0,0,0,0,0.464,0,0,0,0,0,0,0.807,0,0,0.556,0.675,0,0,0,0.788,0,0,0.87,0,0,2.244,0,0.493,2.637,0,0,0,0,0,0,0,0,0,0,0.357,0,0,0,0,0,0.687,0,0,0,0,0,0,0.589,0.865,0.325,1.354,0,0,0,0,0,0,0,1.055,1.425,0,0,0,0,0,0,0,0,0,0.429,0,0,0,0,0,0.717,0,0,0.691,0.377,0.717,0,0,0,0,0,0,0.779,0,0,0,0,0,0,0,0.647,0,0,0,0,0,1.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
